gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
NUP155	339666	151	25	725904	193404	0	19	1	0	23	34	3008767	9.466686e-03	6.588953e-01
ARMC8	199119	358	18	358834	95282	0	10	1	0	23	28	1753132	9.572557e-03	6.638146e-01
OR5F1	4262	1044	-40	154070	47002	0	7	0	0	50	57	4750965	9.647015e-03	6.665275e-01
RAB18	313003	549	0	109979	27832	0	4	1	0	50	69	4376227	9.700362e-03	6.677673e-01
C4orf3	218603	824	-1	100607	29536	0	8	1	0	50	61	3912100	9.746565e-03	6.685080e-01
PBLD	490115	250	17	164578	46292	0	6	0	0	50	56	4228050	9.797420e-03	6.689164e-01
USP13	361278	589	12	452909	116653	0	16	2	0	30	40	2153856	9.875314e-03	6.689164e-01
TCF12	203021	599	27	381625	103589	0	13	2	0	36	54	3146436	9.947013e-03	6.689164e-01
ABCA12	526764	857	9	1348574	360751	0	30	3	0	22	18	2311618	9.985134e-03	6.689164e-01
R3HCC1	NaN	NaN	NaN	127800	37914	0	8	1	0	50	159	7944758	9.988193e-03	6.689164e-01
NUF2	130027	852	-9	250914	57297	0	6	0	0	35	84	4177214	1.000150e-02	6.689164e-01
KATNAL1	288583	374	48	254890	67379	0	11	1	0	50	55	4114095	1.002326e-02	6.689164e-01
ZFC3H1	259684	393	-11	1032411	268167	0	31	5	0	38	65	3186409	1.003623e-02	6.689164e-01
ASH2L	671169	258	34	329511	86052	0	11	0	0	19	12	1640668	1.015834e-02	6.746709e-01
SLC35B3	294217	804	-11	208314	57084	0	5	1	0	50	61	3533315	1.025319e-02	6.785810e-01
CFHR1	205744	852	-29	170400	45369	0	9	0	0	50	73	4141927	1.031087e-02	6.800126e-01
LCORL	271221	1064	26	337960	91448	0	9	1	0	49	34	4354714	1.041632e-02	6.845736e-01
CAPN14	NaN	NaN	NaN	362739	92868	0	10	1	0	50	159	7999712	1.048410e-02	6.846765e-01
ALKBH8	234842	643	-2	345841	88466	0	11	0	0	13	6	882246	1.049048e-02	6.846765e-01
GYS2	510830	830	-17	365934	96702	0	16	2	0	38	39	2455393	1.061534e-02	6.904366e-01
PMPCB	375620	620	8	254464	69296	0	12	0	0	25	28	2077389	1.079463e-02	6.924175e-01
C1orf159	2134483	234	21	103447	30530	0	6	0	0	50	77	4271928	1.079633e-02	6.924175e-01
ERCC8	199321	599	6	210018	53463	0	9	0	0	50	70	4064750	1.082293e-02	6.924175e-01
SBNO1	1090982	125	37	724200	192126	0	21	2	0	16	22	2156412	1.083067e-02	6.924175e-01
KRTAP5-2	NaN	NaN	NaN	88679	25489	0	4	0	0	50	158	7932333	1.087066e-02	6.924175e-01
SLC25A40	237024	758	6	179843	45298	0	5	1	0	50	84	5192727	1.089163e-02	6.924175e-01
ILK	424523	491	17	238134	62409	0	8	0	0	48	66	4370760	1.090277e-02	6.924175e-01
COG6	73269	761	11	347403	93933	0	9	1	0	32	42	2939968	1.109385e-02	7.021885e-01
DGKG	664709	533	32	420249	105435	0	9	0	0	9	2	902197	1.121632e-02	7.026901e-01
KHDRBS2	1561	1153	-32	180269	50197	0	10	1	0	37	38	2770988	1.123341e-02	7.026901e-01
PAQR9	397648	422	17	182115	59427	0	11	1	0	50	46	3876955	1.135291e-02	7.026901e-01
TTC27	358024	636	17	440839	114665	0	19	0	0	13	17	1420142	1.136816e-02	7.026901e-01
SLC30A6	387408	276	25	239412	67308	0	10	0	0	50	95	5507683	1.137295e-02	7.026901e-01
ATG3	302697	636	41	169832	40825	0	7	1	0	50	57	2891475	1.138921e-02	7.026901e-01
SNX29	477277	758	18	224928	60279	0	13	2	0	11	6	524548	1.139737e-02	7.026901e-01
IPO5	496805	532	2	587454	148674	0	16	1	0	17	12	1250878	1.139981e-02	7.026901e-01
ATP6V1H	263637	437	9	258014	62338	0	11	1	0	48	64	3867583	1.151339e-02	7.035870e-01
IDH2	851518	192	38	234513	63900	0	18	1	0	50	63	3653447	1.154429e-02	7.035870e-01
GLB1L2	270422	686	5	331002	91377	0	12	1	0	50	67	4196597	1.156294e-02	7.035870e-01
CHAF1B	289668	352	52	287763	81153	0	9	1	0	50	35	3295536	1.157841e-02	7.035870e-01
SLC17A1	293308	635	30	240903	68373	0	9	1	0	40	38	2615072	1.160087e-02	7.035870e-01
SCOC	186461	708	3	96702	24708	0	5	0	0	50	72	3899320	1.164708e-02	7.041256e-01
EHD4	830035	224	39	274131	76893	0	13	0	0	38	50	2951186	1.173282e-02	7.060292e-01
IL3RA	NaN	NaN	NaN	204906	53889	0	15	0	0	50	158	7960733	1.177520e-02	7.060292e-01
BPNT1	638729	613	-6	159253	45014	0	10	0	0	24	48	2234299	1.186542e-02	7.060292e-01
MRTO4	788190	448	30	127942	31382	0	4	0	0	50	53	4413928	1.188955e-02	7.060292e-01
DRD5	207324	923	30	234016	71426	0	12	1	0	50	36	3588553	1.189112e-02	7.060292e-01
NPHP1	NaN	NaN	NaN	385956	99684	0	13	3	0	50	161	8006528	1.196555e-02	7.060292e-01
FSTL1	382340	375	23	165927	39618	0	5	1	0	50	63	4126875	1.197088e-02	7.060292e-01
AZI2	68916	925	9	222514	53108	0	6	0	0	50	73	4683373	1.197802e-02	7.060292e-01
TMEM167B	989913	215	18	39192	10863	0	3	0	0	50	59	3437252	1.232094e-02	7.229476e-01
PPARGC1B	908037	285	49	513117	152082	0	14	3	0	50	81	4752882	1.235990e-02	7.229476e-01
ACTR3	402980	629	15	219603	57510	0	8	0	0	42	61	3389824	1.238003e-02	7.229476e-01
KRIT1	707455	454	27	387660	96915	0	13	1	0	35	53	2867548	1.243188e-02	7.237349e-01
MDM1	354120	575	16	397529	106429	0	11	2	0	8	22	1221200	1.248055e-02	7.243330e-01
NME7	270055	491	12	199652	51049	0	12	1	0	45	72	3558946	1.252619e-02	7.247517e-01
FYN	245639	317	21	305513	81721	0	15	3	0	12	14	975824	1.262138e-02	7.280258e-01
HPRT1	270801	NaN	45	117434	29323	0	6	0	0	50	79	4619757	1.280402e-02	7.354566e-01
PMS2	NaN	NaN	NaN	445454	118357	0	14	3	0	50	161	8025201	1.286257e-02	7.354566e-01
CSN1S1	9744	991	0	109766	22081	0	5	0	0	50	66	3470480	1.286926e-02	7.354566e-01
LCLAT1	140581	648	21	216195	54102	0	10	1	0	50	73	4484147	1.290617e-02	7.354566e-01
BIK	624112	241	48	81863	24424	0	6	0	0	50	98	4494868	1.316587e-02	7.479957e-01
PPM1H	298536	426	0	258369	78384	0	11	1	0	50	77	4314883	1.323637e-02	7.497428e-01
LHX1	625114	462	21	204764	59143	0	10	1	0	14	11	1044623	1.351158e-02	7.630401e-01
SLC25A36	209562	727	18	157336	47144	0	5	1	0	50	72	4056301	1.366062e-02	7.679758e-01
OR51I2	99042	1030	1	152863	47996	0	6	0	0	50	48	3952712	1.370464e-02	7.679758e-01
OLFML3	365516	596	7	199794	61983	0	11	1	0	50	79	4247220	1.372360e-02	7.679758e-01
TSGA10	504327	770	19	370336	89957	0	11	1	0	50	47	4115231	1.376184e-02	7.679758e-01
DNAH5	148607	674	-17	2393552	628705	0	70	6	0	3	6	773758	1.391714e-02	7.703712e-01
XAGE2	NaN	NaN	NaN	116440	28613	0	5	0	0	50	158	7935457	1.392501e-02	7.703712e-01
GNAQ	328481	671	-24	187582	47996	0	6	1	0	50	82	4010080	1.392729e-02	7.703712e-01
ST7	507440	389	19	323618	84490	0	15	1	0	50	67	4133052	1.410666e-02	7.751653e-01
GNAT3	118115	385	-32	187085	45298	0	9	2	0	17	12	1289360	1.411646e-02	7.751653e-01
RPGRIP1L	248316	406	-15	692392	170684	0	25	5	0	50	58	3680711	1.421151e-02	7.751653e-01
TRAK2	511735	479	26	465689	130924	0	12	0	0	26	16	1952429	1.425543e-02	7.751653e-01
TACSTD2	301269	564	-5	154567	52469	0	18	3	0	8	11	542440	1.426997e-02	7.751653e-01
SPEN	823686	169	28	1800276	553587	0	119	20	0	19	42	1853739	1.433120e-02	7.751653e-01
TNP1	261601	642	23	29962	7100	0	2	0	0	50	65	3683196	1.433611e-02	7.751653e-01
TLK1	439214	379	38	412936	104015	0	10	0	0	12	7	992509	1.436436e-02	7.751653e-01
RIC8A	1463610	437	24	268948	82502	0	14	1	0	13	11	1023749	1.438383e-02	7.751653e-01
C17orf67	306329	420	-58	60563	15904	0	4	0	0	50	93	5969893	1.482014e-02	7.909210e-01
GLMN	377839	559	-1	320565	74976	0	9	1	0	50	71	4089671	1.482024e-02	7.909210e-01
NOTCH3	630378	381	11	1155667	355781	0	27	4	0	50	25	3680569	1.483525e-02	7.909210e-01
PDK3	512129	NaN	34	218041	57581	0	8	1	0	50	69	4274555	1.484392e-02	7.909210e-01
NLRC4	394223	276	21	522489	139089	0	15	1	0	6	2	692889	1.493410e-02	7.927130e-01
POU2F1	399046	569	0	371685	116511	0	11	2	0	23	23	2148389	1.496511e-02	7.927130e-01
PTP4A3	170603	382	51	89389	25205	0	7	0	0	50	56	3796228	1.500363e-02	7.927130e-01
TCTE3	233648	447	3	104654	25915	0	5	0	0	50	100	4692035	1.511121e-02	7.930220e-01
PCNA	497537	385	25	136036	35642	0	10	0	0	50	79	3661257	1.516607e-02	7.930220e-01
ACSM3	211686	580	23	332209	89105	0	7	0	0	16	8	1159927	1.518324e-02	7.930220e-01
RGS1	269711	604	-12	110618	27406	0	7	0	0	21	25	1294259	1.520247e-02	7.930220e-01
PDXDC1	535071	214	23	410877	112038	0	10	2	0	27	32	2158329	1.521970e-02	7.930220e-01
BOD1	255069	371	31	97270	30317	0	6	1	0	38	36	2875571	1.531043e-02	7.955520e-01
PCP4	177752	829	-71	34506	7881	0	2	0	0	50	84	4361601	1.542457e-02	7.992809e-01
SLC6A1	154960	444	36	308353	86123	0	13	1	0	43	77	4358406	1.555952e-02	8.040650e-01
ADCY10	534611	238	13	849657	207036	0	23	3	0	50	73	5084949	1.567485e-02	8.065911e-01
TSC22D2	514603	176	19	374383	127232	0	22	1	0	12	11	909652	1.569393e-02	8.065911e-01
TAF13	989913	215	18	67095	15762	0	4	0	0	50	59	3437252	1.579642e-02	8.082957e-01
HIST1H2BM	267617	634	32	62693	18886	0	5	0	0	46	41	2848804	1.581541e-02	8.082957e-01
DSP	825560	218	12	1468422	386382	0	79	15	0	7	18	771060	1.585566e-02	8.082957e-01
DDX27	886628	261	50	415776	110973	0	11	3	0	50	77	4801162	1.591312e-02	8.090387e-01
ATG7	184628	425	30	365934	99258	0	14	3	0	47	90	4688556	1.606492e-02	8.114694e-01
RER1	561270	302	24	103660	27335	0	6	0	0	50	50	3781744	1.606675e-02	8.114694e-01
S100A16	1454773	186	26	55167	12993	0	5	0	0	50	73	3864459	1.610783e-02	8.114694e-01
EPS15	568927	251	11	489829	124676	0	12	1	0	50	69	5456563	1.613302e-02	8.114694e-01
FKTN	215248	637	-5	242252	60634	0	8	0	0	50	60	4943588	1.621392e-02	8.133697e-01
SPOCK1	216344	646	26	231602	57652	0	8	0	0	49	43	3478645	1.629379e-02	8.152080e-01
SNX24	154483	532	18	90738	23004	0	3	0	0	50	68	4299760	1.645530e-02	8.191996e-01
PCNT	991065	606	52	1697610	473925	0	52	10	0	46	69	4463770	1.650322e-02	8.191996e-01
USF1	689033	250	23	161951	45298	0	9	2	0	27	56	2235506	1.650386e-02	8.191996e-01
INTS7	469325	370	16	496006	135539	0	14	1	0	31	25	2266533	1.656334e-02	8.199941e-01
PROX1	347543	799	-22	372537	102453	0	22	3	0	50	56	3083033	1.682320e-02	8.306786e-01
DIRC1	124843	739	-7	52824	15123	0	3	0	0	50	86	4538320	1.702592e-02	8.384933e-01
CALML6	1434423	233	27	98406	22578	0	9	0	0	50	74	4007737	1.711738e-02	8.408021e-01
IER3IP1	148377	504	8	42458	12709	0	2	0	0	50	73	4544781	1.727381e-02	8.462821e-01
GPM6B	135235	NaN	35	187085	48067	0	8	1	0	17	18	1197557	1.737979e-02	8.492682e-01
C2orf76	193588	467	26	69154	16685	0	3	0	0	50	47	3493129	1.750794e-02	8.513122e-01
UTP6	705344	300	21	322056	75828	0	10	1	0	15	14	1484823	1.755079e-02	8.513122e-01
AKT3	208930	954	-4	265256	62764	0	11	3	0	50	80	4023428	1.755702e-02	8.513122e-01
HOOK3	478917	475	25	385672	91661	0	12	0	0	14	10	1136426	1.764857e-02	8.535570e-01
ZNF17	451095	869	-24	342504	82857	0	12	0	0	31	21	2069011	1.795383e-02	8.661003e-01
PDCL3	235908	579	9	126167	31453	0	6	1	0	18	22	1562497	1.822165e-02	8.758466e-01
SGCG	189677	771	-4	150946	41180	0	6	0	0	50	63	4847028	1.833242e-02	8.758466e-01
STK32A	95084	839	-7	219461	51049	0	7	0	0	11	13	802300	1.833732e-02	8.758466e-01
DGKI	196508	861	-7	556853	152650	0	16	5	0	50	91	4689905	1.834161e-02	8.758466e-01
CHD1L	NaN	NaN	NaN	468742	124250	0	20	1	0	27	40	2654619	1.850591e-02	8.793312e-01
CACNG4	293409	491	-23	163939	48635	0	11	1	0	50	96	5851607	1.850782e-02	8.793312e-01
CHRND	279084	156	34	263765	77035	0	11	0	0	14	9	837374	1.860742e-02	8.818420e-01
NFE2	753625	205	59	180908	59782	0	14	3	0	21	25	1549078	1.870464e-02	8.842279e-01
STAU1	877789	147	49	298981	84419	0	12	2	0	33	49	3266426	1.886808e-02	8.844607e-01
KLRC2	378365	334	0	122475	30459	0	5	1	0	50	66	4328089	1.886947e-02	8.844607e-01
IQCF6	NaN	NaN	NaN	54102	15762	0	4	0	0	50	158	7922606	1.889905e-02	8.844607e-01
MYL5	639827	489	12	110689	27761	0	5	1	0	50	67	3784939	1.890058e-02	8.844607e-01
ZBTB44	658636	276	18	230750	63616	0	7	1	0	18	14	1444282	1.909401e-02	8.844607e-01
B4GALT6	293258	554	32	201285	50268	0	11	0	0	50	84	5027439	1.916045e-02	8.844607e-01
GABRB3	21132	1430	-54	255458	72136	0	8	1	0	13	13	1352550	1.920711e-02	8.844607e-01
TEAD1	339042	432	-1	225212	57013	0	8	1	0	44	54	3868151	1.920853e-02	8.844607e-01
DECR1	272948	534	25	173027	49771	0	9	1	0	50	66	3779188	1.924679e-02	8.844607e-01
KL	209854	595	23	505236	145905	0	16	1	0	13	6	1006070	1.931700e-02	8.844607e-01
HIST1H4L	228884	634	40	49842	17253	0	7	0	0	50	56	2952535	1.932359e-02	8.844607e-01
HIST1H4A	408919	685	43	49771	17111	0	5	0	0	50	53	3366820	1.936067e-02	8.844607e-01
AMMECR1	157872	NaN	34	166211	51901	0	6	1	0	50	57	4259361	1.939458e-02	8.844607e-01
NEK7	114791	402	-13	161241	40044	0	8	0	0	50	97	4509707	1.940750e-02	8.844607e-01
RPS6KA2	235623	646	9	402783	110760	0	16	2	0	50	78	4355140	1.941643e-02	8.844607e-01
ATF6	407279	420	16	346196	95779	0	10	1	0	33	25	2184741	1.945982e-02	8.844607e-01
EZH2	564321	434	13	400156	96560	0	14	2	0	13	13	867265	1.959180e-02	8.883187e-01
PSTPIP2	386983	300	54	185594	40825	0	9	0	0	50	68	3875819	1.972865e-02	8.921548e-01
ACER3	279729	351	36	144059	35713	0	5	0	0	50	62	3673256	1.984712e-02	8.921548e-01
DYNC1I1	184459	747	-7	337534	88892	0	12	2	0	35	54	3073590	1.985932e-02	8.921548e-01
PRDM5	19279	961	-16	338528	77461	0	11	1	0	31	45	2557207	1.986560e-02	8.921548e-01
CTXN3	284904	682	29	40825	12425	0	4	0	0	50	59	4517943	1.997251e-02	8.948253e-01
RASGRP1	97743	604	-5	412084	111470	0	15	5	0	25	43	2370548	2.004915e-02	8.960745e-01
TP53INP2	1047752	147	47	108275	35500	0	6	1	0	13	7	874649	2.012185e-02	8.960745e-01
ATIC	530312	531	12	306791	84916	0	13	1	0	50	53	4391066	2.014291e-02	8.960745e-01
PHF20L1	195342	773	-4	551102	136888	0	16	4	0	21	14	1178103	2.031851e-02	8.967795e-01
GADL1	78546	487	-12	277823	68089	0	11	0	0	48	89	5013168	2.035444e-02	8.967795e-01
TDRD5	599875	613	-9	503816	137314	0	14	3	0	36	45	2936560	2.043353e-02	8.967795e-01
NADSYN1	546912	626	50	369200	99613	0	20	4	0	17	18	1023891	2.043527e-02	8.967795e-01
HDHD2	119441	561	-11	133622	37630	0	5	2	0	9	9	768788	2.050357e-02	8.967795e-01
C10orf55	NaN	NaN	NaN	97483	24353	0	6	0	0	50	158	7931197	2.053598e-02	8.967795e-01
VGLL4	186722	488	35	165430	47357	0	8	1	0	50	55	4074832	2.056513e-02	8.967795e-01
TXK	219787	358	39	281586	68160	0	9	1	0	50	57	3720897	2.056976e-02	8.967795e-01
AUH	124246	342	24	173382	51972	0	7	1	0	50	50	4128721	2.058666e-02	8.967795e-01
OR2T3	112460	903	-20	156768	47073	0	8	1	0	50	60	4406331	2.075549e-02	9.009070e-01
IPO8	239796	580	-19	546558	137172	0	17	1	0	31	47	2588589	2.077694e-02	9.009070e-01
GYPE	166879	959	-9	42174	11289	0	2	0	0	50	87	4301464	2.089780e-02	9.040696e-01
TFEC	236823	538	-14	180553	47783	0	5	0	0	34	30	2275550	2.112263e-02	9.117047e-01
TMEM215	610744	401	-18	117150	34506	0	7	1	0	50	67	4118852	2.117914e-02	9.120569e-01
CDS2	500170	482	24	233164	62054	0	9	2	0	36	47	2592849	2.134714e-02	9.157749e-01
RAMP3	1003768	291	50	75260	22081	0	5	1	0	50	77	3803825	2.136258e-02	9.157749e-01
ALS2CR12	554245	411	31	242962	53960	0	7	0	0	8	7	856473	2.148110e-02	9.157917e-01
GLIS3	170537	983	-1	461855	141574	0	14	4	0	20	17	1560154	2.150476e-02	9.157917e-01
MCCC1	275779	546	22	378217	101033	0	13	0	0	10	10	844900	2.151753e-02	9.157917e-01
OTUD6A	166632	NaN	16	144769	40328	0	5	2	0	38	72	3021192	2.155718e-02	9.157917e-01
EBI3	2132502	244	39	114949	35855	0	11	1	0	50	96	4090594	2.181166e-02	9.245203e-01
CLVS2	138384	1106	-26	167418	45582	0	12	2	0	11	23	1167808	2.193035e-02	9.258208e-01
MET	558228	262	2	720650	196741	0	25	6	0	45	79	3849407	2.196392e-02	9.258208e-01
NGFR	971109	303	31	212432	65320	0	15	2	0	46	94	4118639	2.204881e-02	9.258208e-01
RAB3GAP2	651142	476	4	728389	191345	0	27	5	0	47	72	3431359	2.205022e-02	9.258208e-01
ZSCAN1	1187584	694	-42	201711	62196	0	10	1	0	50	60	3484964	2.208776e-02	9.258208e-01
TARBP2	1590803	191	55	184174	57155	0	9	0	0	32	37	3012601	2.215388e-02	9.265334e-01
UGT1A1	NaN	NaN	NaN	267315	77745	0	17	2	0	50	160	7984589	2.224174e-02	9.266809e-01
UBR2	1007026	194	42	956441	235507	0	22	2	0	9	15	1400475	2.225567e-02	9.266809e-01
NOP10	542657	234	22	33725	9088	0	2	0	0	50	37	3758243	2.250113e-02	9.330115e-01
DDX4	331341	486	34	389577	100323	0	11	2	0	44	44	3235754	2.250664e-02	9.330115e-01
APOOL	83775	NaN	-12	140722	38411	0	5	0	0	50	83	4684154	2.277268e-02	9.401905e-01
SLC25A27	141781	596	1	167276	46576	0	10	0	0	17	22	1342752	2.277951e-02	9.401905e-01
CNOT4	579978	407	19	343427	95992	0	10	0	0	50	59	4389859	2.295389e-02	9.446943e-01
SVIP	52085	1031	2	41464	11360	0	3	0	0	50	64	3875393	2.301860e-02	9.446943e-01
RFPL1	723458	203	35	158472	45582	0	8	1	0	50	65	4427986	2.303888e-02	9.446943e-01
OR4C15	1141	1100	-37	184245	52398	0	6	0	0	50	42	3929424	2.321682e-02	9.447892e-01
RNPC3	NaN	NaN	NaN	73982	21655	0	5	0	0	50	158	7928499	2.322252e-02	9.447892e-01
SAMM50	155890	393	24	245731	66527	0	9	1	0	50	48	3805387	2.323532e-02	9.447892e-01
CCDC50	100733	768	12	256097	61912	0	9	1	0	45	64	4047497	2.324155e-02	9.447892e-01
SLC6A17	552043	400	33	367567	106997	0	16	1	0	36	43	3168801	2.340563e-02	9.469169e-01
TNIK	146464	805	25	709077	187866	0	20	1	0	4	2	472860	2.343153e-02	9.469169e-01
DNASE2B	235919	769	-13	188079	48351	0	5	1	0	50	71	3643223	2.344450e-02	9.469169e-01
MYCT1	188249	600	-9	116369	35713	0	4	0	0	50	92	5323083	2.351229e-02	9.470246e-01
BARD1	310874	948	11	399233	106429	0	20	3	0	23	36	2006389	2.355301e-02	9.470246e-01
ANKRD27	369667	455	-38	546842	148603	0	16	4	0	50	51	3476302	2.364082e-02	9.470246e-01
PTGR2	502038	155	50	184529	48067	0	6	0	0	50	68	3951150	2.364800e-02	9.470246e-01
DIP2A	895243	477	47	806489	252334	0	25	8	0	20	32	2103020	2.378894e-02	9.506502e-01
VAV3	132139	554	-11	458305	111470	0	10	1	0	22	22	2234512	2.385181e-02	9.511478e-01
NDUFS1	311488	433	24	376158	104370	0	13	1	0	22	31	2073981	2.402417e-02	9.559996e-01
OLIG3	210173	486	29	132060	42387	0	6	0	0	50	53	4026623	2.417898e-02	9.572964e-01
RAD54L	690472	205	31	386098	107210	0	12	0	0	34	28	2574744	2.425241e-02	9.572964e-01
UCHL3	197113	362	37	124250	30601	0	7	0	0	50	71	4099469	2.427352e-02	9.572964e-01
GPI	671792	292	-2	311548	85910	0	12	1	0	50	74	4208951	2.431656e-02	9.572964e-01
SLC35D1	387355	673	-4	183606	53250	0	5	1	0	50	47	3504773	2.435795e-02	9.572964e-01
FBXW10	752804	391	-6	540381	143349	0	37	3	0	2	6	326884	2.436127e-02	9.572964e-01
TPTE	30271	1268	-81	295715	74905	0	10	0	0	27	10	1435620	2.488466e-02	9.710484e-01
STAT4	529053	318	19	399304	98690	0	12	1	0	50	64	4299547	2.489339e-02	9.710484e-01
OR2T10	116628	850	-20	155135	44659	0	10	0	0	16	20	1054776	2.495227e-02	9.710484e-01
HIBCH	499049	471	24	207249	51120	0	8	0	0	8	17	1098086	2.498866e-02	9.710484e-01
NPHP3	211862	768	24	689126	183961	0	18	2	0	9	6	928538	2.506300e-02	9.710484e-01
CCDC115	360632	593	5	90738	28329	0	6	0	0	50	53	4055520	2.517898e-02	9.710484e-01
MRPS15	581032	347	31	134829	36423	0	5	0	0	35	38	3413112	2.518041e-02	9.710484e-01
RIMS2	198819	1035	-8	724768	198800	0	23	7	0	50	68	4136247	2.524587e-02	9.710484e-01
PRR11	834161	507	4	185026	53321	0	6	1	0	50	71	3373352	2.537994e-02	9.710484e-01
UBE2U	175464	384	0	123824	28045	0	4	0	0	50	75	4930098	2.540558e-02	9.710484e-01
FGF1	293119	481	28	81508	20732	0	4	0	0	50	47	3892362	2.540794e-02	9.710484e-01
SAMSN1	157937	898	56	197380	47996	0	8	0	0	50	40	3317049	2.541053e-02	9.710484e-01
PDGFRL	462541	220	4	190493	54457	0	9	2	0	29	36	2309204	2.546633e-02	9.710484e-01
WDR31	408268	248	31	192623	50197	0	6	0	0	50	74	4086547	2.552037e-02	9.710484e-01
ATP6V0A4	310803	385	7	440129	114310	0	11	0	0	18	10	1318541	2.564392e-02	9.710484e-01
AASS	57655	988	-13	482232	129717	0	23	3	0	35	78	3448896	2.574473e-02	9.710484e-01
RASGRF2	214755	766	29	641769	171465	0	20	4	0	50	52	4179628	2.575422e-02	9.710484e-01
SLC22A10	1307417	572	17	272356	81650	0	13	4	0	35	55	3195000	2.583615e-02	9.710484e-01
SUMF2	738325	642	4	211225	56303	0	6	1	0	33	37	2537611	2.586451e-02	9.710484e-01
RPS19BP1	721040	467	72	68941	21158	0	5	1	0	10	6	773900	2.590348e-02	9.710484e-01
MAPKAPK2	477806	261	32	216763	59072	0	9	0	0	50	67	3805032	2.590515e-02	9.710484e-01
ARHGAP12	359237	346	25	445525	111044	0	12	3	0	48	58	4036421	2.593803e-02	9.710484e-01
CSF2	362855	407	21	74976	20661	0	4	0	0	50	53	4324468	2.602735e-02	9.710484e-01
GPR78	96216	471	31	170684	63616	0	8	1	0	50	60	4342857	2.604888e-02	9.710484e-01
CD300LD	698491	504	10	132131	38482	0	9	0	0	50	73	3950298	2.605772e-02	9.710484e-01
SEC31A	775541	268	38	628989	173808	0	12	3	0	29	38	3061307	2.610081e-02	9.710484e-01
TMEM144	135911	684	-9	182683	47783	0	7	0	0	50	105	6038621	2.614164e-02	9.710484e-01
LRRC52	262572	574	-22	155135	46789	0	6	1	0	50	92	4900065	2.618295e-02	9.710484e-01
BMP2K	234707	489	30	602790	160176	0	9	1	0	50	33	4061626	2.622618e-02	9.710484e-01
MMP24	1290513	170	45	286414	80372	0	18	3	0	36	57	3051438	2.630504e-02	9.710484e-01
IFNK	NaN	NaN	NaN	109127	24850	0	3	0	0	50	158	7931694	2.630716e-02	9.710484e-01
SKA3	447305	240	43	222656	58078	0	8	0	0	25	25	1616386	2.643112e-02	9.737182e-01
LSM4	1294357	210	39	72775	20093	0	5	0	0	50	97	4401148	2.657158e-02	9.769848e-01
TMEM68	319097	538	-3	134048	34222	0	5	0	0	50	56	3536013	2.680001e-02	9.820814e-01
SLC28A1	355337	291	25	343640	100891	0	14	2	0	39	77	3996093	2.694077e-02	9.820814e-01
TYW1	423966	491	32	387021	94146	0	15	2	0	50	48	3320386	2.695012e-02	9.820814e-01
SLC26A7	79500	987	-11	352728	94146	0	15	2	0	27	62	2689622	2.696027e-02	9.820814e-01
MRPL42	380369	364	15	83780	17608	0	3	0	0	50	76	5395858	2.702933e-02	9.820814e-01
TCF4	92114	936	12	349178	96418	0	13	3	0	50	84	4384960	2.707337e-02	9.820814e-01
PMAIP1	200064	434	48	27832	8165	0	2	0	0	50	71	5084310	2.707467e-02	9.820814e-01
ELP4	165949	879	-7	217828	61841	0	9	0	0	18	30	1784159	2.721838e-02	9.850882e-01
CCDC91	96900	922	-5	235365	56871	0	8	0	0	17	19	1392381	2.726201e-02	9.850882e-01
CACNB4	279730	592	21	280734	76467	0	10	0	0	7	6	681032	2.739913e-02	9.881497e-01
ATXN10	498533	172	15	246370	67166	0	10	1	0	50	61	3782596	2.749102e-02	9.895720e-01
LIN54	667566	169	45	376584	112890	0	11	2	0	50	69	4175794	2.773093e-02	9.961315e-01
OLAH	255576	571	28	166850	42955	0	6	0	0	50	69	4421383	2.783756e-02	9.961315e-01
TRIM37	678139	530	13	508076	129433	0	19	1	0	13	14	1300791	2.783870e-02	9.961315e-01
TNFSF15	249550	286	-8	127871	35713	0	5	1	0	39	44	3353046	2.796177e-02	9.961315e-01
ABCB1	287293	822	0	658241	183322	0	14	2	0	50	53	3941849	2.804538e-02	9.961315e-01
ANXA11	366637	626	7	258724	76538	0	7	1	0	10	10	1028506	2.805883e-02	9.961315e-01
DHRS7	277355	547	4	172956	49416	0	10	2	0	12	22	1226099	2.815851e-02	9.961315e-01
NF2	734742	149	38	323547	79875	0	9	1	0	41	55	3551136	2.816608e-02	9.961315e-01
DDX5	1171555	184	15	319642	83567	0	12	1	0	39	67	2640348	2.820797e-02	9.961315e-01
DTNBP1	118453	750	24	202492	52043	0	6	1	0	18	26	1615534	2.821670e-02	9.961315e-01
AGTPBP1	227838	613	9	620398	159395	0	15	5	0	11	17	1173701	2.827705e-02	9.961315e-01
IRF6	220312	429	18	241258	63758	0	10	2	0	20	27	1514714	2.830699e-02	9.961315e-01
CADM4	441738	209	6	196315	59498	0	12	2	0	24	25	1717490	2.843256e-02	9.982879e-01
PPP2R3B	NaN	NaN	NaN	295360	82928	0	16	2	0	50	160	7989772	2.848008e-02	9.982879e-01
RSRC2	868107	154	39	235152	58149	0	9	1	0	50	61	4122899	2.854493e-02	9.982879e-01
TIA1	667934	164	33	206894	50623	0	9	0	0	50	63	4248356	2.868036e-02	9.982879e-01
